mint_number,NRI,Collection Rank,hand,shirt,head,waist,foot,pants,underwear,accessory,hand_probability,shirt_probability,head_probability,waist_probability,foot_probability,pants_probability,underwear_probability,accessory_probability,total_probability
7036,0.06574178227721539,7475,Umbrella,Shirt,Wedding Veil,Jeweled Belt,Ice Skates,Capri Pants,Trunks,Sunglasses,0.018997625296837895,0.01824771903512061,0.013123359580052493,0.05486814148231471,0.01674790651168604,0.025996750406199226,0.044119485064366956,0.010123734533183352,4.854270321236375e-14
7037,0.14210723659542557,6864,Used Massager,Dinner Jacket,Hood,Suspenders,Brogues,Sweat Pants,Bikini,Necklace,0.0008748906386701663,0.015873015873015872,0.013123359580052493,0.05436820397450319,0.01849768778902637,0.02949631296087989,0.03812023497062867,0.012248468941382326,2.524211768087937e-15
7038,0.148981377327834,6809,1990s Spoon,Bandeau Top,Flower Crown,Rope,Ice Skates,Skort,String Bikini,Portfolio Bag,0.0006249218847644045,0.017747781527309086,0.013873265841769778,0.05861767279090114,0.01674790651168604,0.025871766029246346,0.05486814148231471,0.010748656417947757,2.304825882266721e-15
7039,0.056492938382702196,7549,Beggar Cup,Shawl,Umbrella Hat,Jeweled Belt,Brogues,Cargo Shorts,G-String,Backpack,0.01849768778902637,0.015748031496062992,0.01124859392575928,0.05486814148231471,0.01849768778902637,0.02687164104486939,0.050368703912010995,0.013248343957005373,5.96343120635901e-14
7040,0.6132983377077865,3094,Purse,"""Anime"" Brand New Cardigan (Limited Edition) 🔥","""Punk"" Futuristic Doo Rag (Knockoff) 🔥",Leather Belt,Cleats,Skinny Jeans,String Bikini,Stethoscope,0.01862267216597925,0.00012498437695288088,0.00012498437695288088,0.05536807899012623,0.02087239095113111,0.026246719160104987,0.05486814148231471,0.011498562679665042,5.567034911543008e-18
7041,0.6050493688288964,3160,"""Crunchy"" Retro Laptop (Wet) 🔥",1970s Button Up,Headband,Chrome Belt,2021 Moccasins,Tights,String Bikini,Cyclops Glasses,0.00012498437695288088,0.006124234470691163,0.014498187726534183,0.05061867266591676,0.0007499062617172854,0.021372328458942633,0.05486814148231471,0.012998375203099613,6.420962736160229e-18
7042,0.6061742282214724,3151,Trumpet,Polo Shirt,"""Military"" Used Cheese Head (Custom) 🔥",Vintage Platinum Belt,Derby Shoes,Trousers,Garter,Scrunchie,0.01937257842769654,0.015873015873015872,0.00012498437695288088,0.0003749531308586427,0.02124734408198975,0.02799650043744532,0.0536182977127859,0.013748281464816898,6.319015601454558e-18
7043,0.952755905511811,378,Paintbrush,"""Boho"" Second Hand Robe (Custom) 🔥",Used Top Hat,1990s Shoelace Belt,"""Blood Red"" Aged Hightops (Clean) 🔥",Skinny Jeans,Boy Shorts,Briefcase,0.017497812773403325,0.00012498437695288088,0.0003749531308586427,0.0013748281464816899,0.00012498437695288088,0.026246719160104987,0.047244094488188976,0.0111236095488064,1.943519549587591e-21
7044,0.5419322584676916,3665,Microphone,"""Icy Blue"" 2021 Puffer Jacket (Fake) 🔥",Umbrella Hat,Rope,Slippers,Skirt,Victorian String Bikini,Nerd Glasses,0.015998000249968752,0.00012498437695288088,0.01124859392575928,0.05861767279090114,0.023497062867141608,0.026246719160104987,0.0014998125234345708,0.011373578302712161,1.3869823703898946e-17
7045,0.848893888263967,1209,Record Player,1950s Shawl,1970s Wizard Hat,Fish Belt,Derby Shoes,"""Night Black"" Futuristic Cutoff Pants (Signed) 🔥",Boy Shorts,Second Hand Kandi Bracelet,0.01937257842769654,0.0054993125859267595,0.0004999375078115235,0.049868766404199474,0.02124734408198975,0.00012498437695288088,0.047244094488188976,0.00024996875390576176,8.32978544677177e-20
7046,0.46281714785651795,4298,Fidget Spinner,Aged Shirt,Aged Hood,Chrome Belt,Moccasins,Miniskirt,Bikini,1990s Golf Bag,0.020372453443319585,0.004999375078115236,0.0006249218847644045,0.05061867266591676,0.022622172228471443,0.02962129733783277,0.03812023497062867,0.0003749531308586427,3.085790764858774e-17
7047,0.23022122234720654,6159,Golf Club,Bra,Doo Rag,Bat Belt,3yr Old Cleats,Jeans,Tighty-whities,Wristband,0.020247469066366704,0.017372828396450445,0.010123734533183352,0.06161729783777028,0.0003749531308586427,0.023622047244094488,0.03999500062492189,0.013248343957005373,1.0297848354741504e-15
7048,0.7025371828521435,2380,Second Hand Banjo,Cardigan,Bowler Hat,Jeweled Belt,1920s Brogues,Riding Pants,1960s Bikini,Monocle,0.0004999375078115235,0.031996000499937505,0.012123484564429446,0.05486814148231471,0.0004999375078115235,0.024496937882764653,0.0006249218847644045,0.01262342207224097,1.0279914171226157e-18
7049,0.5911761029871265,3271,"""8 Bit"" 1920s Laptop (Stylin) 🔥",Cape,Flower Crown,Studded Belt,Derby Shoes,Kilt,Worn Out Tighty-whities,Tool Box,0.00012498437695288088,0.016372953380827397,0.013873265841769778,0.05649293838270216,0.02124734408198975,0.02837145356830396,0.0006249218847644045,0.012873390826146731,7.777867735452062e-18
7050,0.23159605049368825,6148,Microphone,Blazer,Beret,Platinum Belt,Moccasins,Skirt,5yr Old Panties,Hope Diamond,0.015998000249968752,0.017497812773403325,0.011873515810523684,0.051118610173728284,0.022622172228471443,0.026246719160104987,0.0008748906386701663,0.011498562679665042,1.0148795285540015e-15
7051,0.44294463192100986,4457,Umbrella,Body Paint,2yr Old Headphones,Shoelace Belt,Cleats,Trousers,Futuristic Boxers,Scarf,0.018997625296837895,0.017622797150356206,0.0003749531308586427,0.05411823522059742,0.02087239095113111,0.02799650043744532,0.0008748906386701663,0.010873640794900637,3.7765867970641503e-17
7052,0.7822772153480815,1742,Cat,1960s Tailcoat,"""Icy Blue"" Aged Bowler Hat (Sexy) 🔥",Jeweled Belt,1920s Brogues,Sweat Pants,Panties,Victorian Messenger Bag,0.01799775028121485,0.005749281339832521,0.00012498437695288088,0.05486814148231471,0.0004999375078115235,0.02949631296087989,0.047494063242094736,0.0006249218847644045,3.1056769300609985e-19
7053,0.7174103237095364,2261,Trumpet,Button Up,Sun Hat,1960s Fanny Pack,Vintage Roller Skates,3yr Old Jeans,Bikini,Contact Lenses,0.01937257842769654,0.01549806274215723,0.014498187726534183,0.0008748906386701663,0.0004999375078115235,0.000999875015623047,0.03812023497062867,0.0111236095488064,8.072258734830942e-19
7054,0.2510936132983377,5992,Vintage Wrench,Trench Coat,Sombrero,Fanny Pack,Slides,Dress Pants,Midway Briefs,Hope Diamond,0.00024996875390576176,0.015623047119110112,0.012998375203099613,0.05199350081239845,0.024621922259717537,0.024996875390576177,0.04361954755655543,0.011498562679665042,8.147455393997921e-16
7055,0.1462317210348706,6831,Worn Out Pen,Vest,Wizard Hat,Studded Belt,Roller Skates,Cutoff Pants,G-String,Wristband,0.0004999375078115235,0.017622797150356206,0.011998500187476566,0.05649293838270216,0.022622172228471443,0.02662167229096363,0.050368703912010995,0.013248343957005373,2.399958313773044e-15
7056,0.6457942757155355,2834,Aged Cat,Sweater,1990s Viking Helm,Studded Belt,Slides,Swim Trunks,Brand New Granny Panties,Casio Watch,0.0006249218847644045,0.01687289088863892,0.0006249218847644045,0.05649293838270216,0.024621922259717537,0.024496937882764653,0.0011248593925759281,0.01262342207224097,3.1881902510070825e-18
7057,0.7924009498812649,1661,2yr Old Book,Dinner Jacket,Used Panama Hat,Belt,Roller Skates,"""Blood Red"" 2yr Old Tennis Skirt (Beautiful) 🔥",Bikini,Purse,0.0004999375078115235,0.015873015873015872,0.00024996875390576176,0.1078615173103362,0.022622172228471443,0.00012498437695288088,0.03812023497062867,0.011623547056617924,2.680474642720666e-19
7058,0.48456442944631917,4124,Waifu Pillow,Shirt,Safari Hat,Fanny Pack,Slides,1960s Yoga Pants,Brand New Midway Briefs,Green Contacts,0.0196225471816023,0.01824771903512061,0.013373328333958255,0.05199350081239845,0.024621922259717537,0.0003749531308586427,0.0008748906386701663,0.01262342207224097,2.5385302788373108e-17
7059,0.885639295088114,915,Massager,1800s Overcoat,Bow Hat,"""Mystic Purple"" Vintage Chrome Belt (Trendy) 🔥",Brogues,2yr Old Jeans,Used Panties,Ear Buds,0.01837270341207349,0.004749406324209474,0.01274840644919385,0.00012498437695288088,0.01849768778902637,0.000999875015623047,0.0008748906386701663,0.011373578302712161,2.5588102078196652e-20
7060,0.9036370453693289,771,5yr Old Dog Leash,Polo Shirt,Space Helmet,Studded Belt,Second Hand Ballet Shoe,1960s Dress Pants,1920s Tighty-whities,Tackle Box,0.0004999375078115235,0.015873015873015872,0.013123359580052493,0.05649293838270216,0.0007499062617172854,0.0004999375078115235,0.0006249218847644045,0.010498687664041995,1.4470975725087284e-20
7061,0.9723784526934133,221,"""Crunchy"" Futuristic TV Controller (Beautiful) 🔥",Wind Breaker,Doo Rag,Belt,1960s Rain Boots,"""Psychedelic"" Retro Swim Trunks (Signed) 🔥","""Emo"" Used Garter (Custom) 🔥",Exclusive Pass,0.00012498437695288088,0.0169978752655918,0.010123734533183352,0.1078615173103362,0.000999875015623047,0.00012498437695288088,0.00012498437695288088,0.013123359580052493,4.755102092847684e-22
7062,0.8966379202599675,827,5yr Old Cat,Bikini Top,5yr Old Cat Ears,Fanny Pack,1970s Slides,Crop Pants,1920s Boxers,Watch,0.0003749531308586427,0.016372953380827397,0.00024996875390576176,0.05199350081239845,0.0006249218847644045,0.030371203599550055,0.000999875015623047,0.011873515810523684,1.797842255391366e-20
7063,0.919260092488439,646,Retro Book,Waist Coat,Victorian Bonnet,Leather Belt,Pumps,1960s Skort,Medieval Thong,Snake,0.0004999375078115235,0.01549806274215723,0.00024996875390576176,0.05536807899012623,0.019247594050743656,0.0003749531308586427,0.0008748906386701663,0.010873640794900637,7.362418550717366e-21
7064,0.09236345456817896,7262,Spoon,Fishnet Shirt,Pith Helmet,Belt,Espadrilles,Second Hand Kilt,Garter,Cross Necklace,0.02099737532808399,0.017747781527309086,0.01799775028121485,0.1078615173103362,0.02099737532808399,0.0006249218847644045,0.0536182977127859,0.011498562679665042,5.8524964136191205e-15
7065,0.5774278215223096,3381,Cane,Robe,Viking Helm,1950s Belt,Pumps,1920s Trousers,Thong,Aviator Sunglasses,0.021372328458942633,0.01799775028121485,0.013873265841769778,0.001249843769528809,0.019247594050743656,0.00012498437695288088,0.045744281964754406,0.012498437695288089,9.173376621321494e-18
7066,0.9961254843144607,31,1960s Purse,Bowling Shirt,Propeller Hat,"""Checkered"" Old Platinum Belt (Limited Edition) 🔥",1970s Shoes,3yr Old Cargo Pants,"""Flashing"" Used Garter (Collectors Edition) 🔥",Messenger Bag,0.0003749531308586427,0.017372828396450445,0.014248218972628422,0.00012498437695288088,0.0006249218847644045,0.0004999375078115235,0.00012498437695288088,0.011748531433570804,5.3216289764938214e-24
7067,0.7876515435570554,1699,Worn Out Guitar,Dress,Bonnet,Belt,Brand New Jeweled Sandals,1920s Baggy Pants,Jockstrap,Worn Out Choker,0.0006249218847644045,0.0196225471816023,0.01712285964254468,0.1078615173103362,0.0011248593925759281,0.0007499062617172854,0.03999500062492189,0.0003749531308586427,2.8649157119064684e-19
7068,0.9888763904511936,89,"""Rainbow"" Aged TV Controller (Limited Edition) 🔥","""Blazing"" 1920s Cardigan (Cruelty Free) 🔥",Pith Helmet,Studded Belt,1970s Shoes,3yr Old Shorts,Panties,Brand New Tool Box,0.00012498437695288088,0.00012498437695288088,0.01799775028121485,0.05649293838270216,0.0006249218847644045,0.0004999375078115235,0.047494063242094736,0.00024996875390576176,5.891018025103827e-23
7069,0.5880514935633046,3296,Surf Board,Bomber Jacket,1990s Equestrian Helm,Bat Belt,Jeweled Sandals,Swim Trunks,Aged Jockstrap,Neck Pillow,0.020372453443319585,0.01524809398825147,0.0006249218847644045,0.06161729783777028,0.01849768778902637,0.024496937882764653,0.00012498437695288088,0.011998500187476566,8.12829047337219e-18
7070,0.1333583302087239,6934,Fidget Spinner,Cardigan,Propeller Hat,Suspenders,Wedge,Cutoff Pants,2yr Old Panties,Goggles,0.020372453443319585,0.031996000499937505,0.014248218972628422,0.05436820397450319,0.023372078490188727,0.02662167229096363,0.0007499062617172854,0.011748531433570804,2.7680111085207107e-15
7071,0.08236470441194854,7342,Record Player,3yr Old Dress,Porkpie Hat,Leather Belt,Rain Boots,Dress Pants,Midway Briefs,Steamer Trunk,0.01937257842769654,0.006624171978502687,0.00987376577927759,0.05536807899012623,0.021622297212848394,0.024996875390576177,0.04361954755655543,0.010623672040994875,1.7571331551311402e-14
7072,0.2714660667416573,5829,Video Game Console,1920s Cardigan,2yr Old Pith Helmet,Platinum Belt,High Heel Sandals,Jeans,Trunks,Stethoscope,0.019997500312460944,0.005124359455068116,0.0004999375078115235,0.051118610173728284,0.02062242219722535,0.023622047244094488,0.044119485064366956,0.011498562679665042,6.472040951003693e-16
7073,0.044619422572178435,7644,Cat,Bikini Top,Crown,Shoelace Belt,Linen Shoes,Cutoff Pants,Thong,Bow Tie,0.01799775028121485,0.016372953380827397,0.014498187726534183,0.05411823522059742,0.022122234720659918,0.02662167229096363,0.045744281964754406,0.011373578302712161,7.084363838500662e-14
7074,0.5103112110986127,3918,Umbrella,Corset,Visor,Vintage Leather Belt,Leather Boots,Hot Pants,3yr Old Boxer Briefs,Hat Bag,0.018997625296837895,0.016622922134733157,0.016497937757780277,0.0013748281464816899,0.01712285964254468,0.026496687914010747,0.0004999375078115235,0.012248468941382326,1.9899867150128072e-17
7075,0.9381327334083239,495,Worn Out Cellphone,Tank Top,Cowboy,Leather Belt,"""Hot Pink"" 5yr Old Sneakers (Stylin) 🔥",Jeans,Victorian Boxer Briefs,Vintage Steamer Trunk,0.0008748906386701663,0.013123359580052493,0.013498312710911136,0.05536807899012623,0.00012498437695288088,0.023622047244094488,0.0011248593925759281,0.00012498437695288088,3.561762614803448e-21
7076,0.961254843144607,310,1960s Tennis Racket,Button Up,Fez,Vintage Suspenders,1800s Slippers,Tennis Skirt,Retro Panties,Worn Out Heart Glasses,0.0006249218847644045,0.01549806274215723,0.014748156480439945,0.0018747656542932134,0.0007499062617172854,0.026371703537057867,0.0008748906386701663,0.00024996875390576176,1.1581705938963026e-21
7077,0.5284339457567804,3773,Purse,Shirt,"""Crunchy"" 1960s Peaked Cap (Cheap) 🔥",Suspenders,Fins,Hot Pants,Old Jockstrap,Crossbody Bag,0.01862267216597925,0.01824771903512061,0.00012498437695288088,0.05436820397450319,0.01974753155855518,0.026496687914010747,0.000999875015623047,0.013498312710911136,1.6307256720809498e-17
7078,0.7317835270591175,2146,Fidget Spinner,"""Tie Dye"" 1800s Overcoat (Casual) 🔥",Futuristic Propeller Hat,Leather Belt,Leather Boots,Miniskirt,Panties,Futuristic Scrunchie,0.020372453443319585,0.00012498437695288088,0.0007499062617172854,0.05536807899012623,0.01712285964254468,0.02962129733783277,0.047494063242094736,0.00024996875390576176,6.366062868058931e-19
7079,0.8568928883889514,1145,Wrench,Old Bandeau Top,Old Sailors Bonet,Second Hand Leather Belt,Sneakers,Track Pants,Jockstrap,"""Fruit Print"" 1990s Shades (Vegan) 🔥",0.01862267216597925,0.005749281339832521,0.0003749531308586427,0.0006249218847644045,0.02124734408198975,0.026121734783152106,0.03999500062492189,0.00012498437695288088,6.960274724133045e-20
7080,0.2090988626421697,6328,Medieval Spoon,Button Up,Sun Hat,Suspenders,Slippers,Cargo Shorts,Bikini,Tote Bag,0.0003749531308586427,0.01549806274215723,0.014498187726534183,0.05436820397450319,0.023497062867141608,0.02687164104486939,0.03812023497062867,0.011623547056617924,1.281489699952055e-15
7081,0.5689288838895138,3449,1980s Fidget Spinner,Bikini Top,Cat Ears,Second Hand Suspenders,Fins,Hot Pants,Midway Briefs,Antique Watch,0.0003749531308586427,0.016372953380827397,0.00987376577927759,0.0007499062617172854,0.01974753155855518,0.026496687914010747,0.04361954755655543,0.009623797025371828,9.984488676684307e-18
7082,0.668291463567054,2654,Wand,1800s Overcoat,Used Balaclava,Studded Belt,Leather Boots,Chaps,"""Velour"" Used Bikini (Designer) 🔥",Feather Boa,0.01949756280464942,0.004749406324209474,0.0006249218847644045,0.05649293838270216,0.01712285964254468,0.024246969128858892,0.00012498437695288088,0.011623547056617924,1.9718220393655457e-18
7083,0.7715285589301337,1828,Yo-yo,Tuxedo Jacket,"""Anime"" 1950s Fez (Cute) 🔥",1960s Suspenders,Derby Shoes,Baggy Pants,1970s Boy Shorts,Aviator Sunglasses,0.020247469066366704,0.014998125234345707,0.00012498437695288088,0.0011248593925759281,0.02124734408198975,0.025746781652293462,0.001249843769528809,0.012498437695288089,3.648385730897041e-19
7084,0.5909261342332208,3273,Laptop,Graphic Tee,Feather Hat,Leather Belt,Moccasins,Cutoff Pants,Medieval String Bikini,"""Military"" 1990s Cross Necklace (Clean) 🔥",0.01837270341207349,0.015748031496062992,0.012998375203099613,0.05536807899012623,0.022622172228471443,0.02662167229096363,0.0004999375078115235,0.00012498437695288088,7.8359012045025e-18
7085,0.8727659042619673,1018,Megaphone,Waist Coat,2yr Old Wizard Hat,1960s Belt,Worn Out Espadrilles,Trousers,Used String Bikini,Contact Lenses,0.01837270341207349,0.01549806274215723,0.0003749531308586427,0.0008748906386701663,0.0011248593925759281,0.02799650043744532,0.001249843769528809,0.0111236095488064,4.089636288586739e-20
7086,0.2230971128608924,6216,Waifu Pillow,Old Polyester Shirt,Vintage Sombrero,Platinum Belt,Loafers,Trousers,Trunks,Hat Bag,0.0196225471816023,0.005124359455068116,0.0006249218847644045,0.051118610173728284,0.022622172228471443,0.02799650043744532,0.044119485064366956,0.012248468941382326,1.0993855703812185e-15
7087,0.5680539932508437,3456,Pocket Watch,Retro Body Paint,Top Hat,Chrome Belt,1970s Slippers,Miniskirt,Used Trunks,Spectacles,0.02074740657417823,0.0064991876015498065,0.015748031496062992,0.05061867266591676,0.0003749531308586427,0.02962129733783277,0.0007499062617172854,0.01124859392575928,1.0070387850688341e-17
7088,0.32045994250718657,5437,Trumpet,2021 Puffer Jacket,1990s Tiara,Jeweled Belt,Hightops,Kilt,Trunks,Smart Watch,0.01937257842769654,0.004999375078115236,0.00012498437695288088,0.05486814148231471,0.023622047244094488,0.02837145356830396,0.044119485064366956,0.013873265841769778,2.724503637094827e-16
7089,0.27746531683539555,5781,Microphone,Sports Bra,Fedora,Rope,Boat shoes,Skirt,Trunks,"""Camo"" Used Neck Tie (Knockoff) 🔥",0.015998000249968752,0.015748031496062992,0.012873390826146731,0.05861767279090114,0.021747281589801274,0.026246719160104987,0.044119485064366956,0.00012498437695288088,5.983835794374711e-16
